crop,N,P,K,ph,recommended_fertilizer,quantity_kg_per_acre,estimated_cost_inr,organic_alternative
rice,67.1,39.8,75.6,7.39,DAP,57.7,1557.9,Neem Cake
watermelon,56.4,54.4,59.8,6.08,Urea,55.3,359.45,Farmyard Manure (FYM)
mango,39.4,82.1,44.2,5.87,Urea,72.7,472.55,Poultry Manure
muskmelon,57.5,53.1,59.1,6.04,Urea,53.6,348.4,Neem Cake
grapes,38.0,53.3,34.3,6.96,Urea,86.8,564.2,Compost + Biofertilizer
lentil,102.0,45.7,54.7,7.79,DAP,47.8,1290.6,Vermicompost
mungbean,61.8,70.6,1.9,6.73,MOP,82.8,1407.6,Poultry Manure
jute,19.7,28.8,30.6,6.35,Urea,127.3,827.45,Neem Cake
grapes,27.2,26.2,33.6,4.99,Urea,119.0,773.5,Farmyard Manure (FYM)
cotton,76.7,38.8,61.0,6.64,DAP,35.4,955.8,Farmyard Manure (FYM)
coffee,40.5,63.5,44.6,7.08,Urea,68.9,447.85,Vermicompost
mungbean,26.4,44.9,49.2,6.95,Urea,86.0,559.0,Poultry Manure
orange,0.0,72.5,74.6,5.59,Urea,88.2,573.3,Neem Cake
blackgram,47.3,34.8,56.2,7.5,Urea,76.9,499.85,Neem Cake
jute,75.2,36.4,19.4,6.31,MOP,71.5,1215.5,Vermicompost
orange,28.1,46.7,0.0,6.75,MOP,135.9,2310.3,Compost + Biofertilizer
cotton,52.3,58.4,28.3,8.06,MOP,74.9,1273.3,Poultry Manure
blackgram,55.7,3.9,60.6,4.93,DAP,88.9,2400.3,Poultry Manure
banana,76.4,64.4,77.8,6.06,NPK 10-26-26,15.3,351.9,Farmyard Manure (FYM)
lentil,78.6,6.2,49.3,6.96,DAP,78.3,2114.1,Neem Cake
kidneybeans,29.2,45.3,57.7,6.07,Urea,79.3,515.45,Neem Cake
banana,29.2,38.9,52.9,6.75,Urea,87.0,565.5,Poultry Manure
watermelon,87.5,60.3,69.3,5.68,NPK 19-19-19,20.4,489.6,Compost + Biofertilizer
chickpea,56.4,53.6,40.7,6.5,Urea,65.4,425.1,Compost + Biofertilizer
chickpea,43.8,48.5,40.1,6.79,Urea,79.5,516.75,Compost + Biofertilizer
mango,42.7,0.0,38.7,7.05,DAP,121.6,3283.2,Poultry Manure
cotton,36.4,40.1,61.2,6.76,Urea,90.0,585.0,Farmyard Manure (FYM)
rice,68.3,41.0,66.8,6.94,DAP,47.9,1293.3,Poultry Manure
papaya,47.7,56.9,56.2,7.47,Urea,56.2,365.3,Vermicompost
coffee,56.8,52.2,58.6,7.1,Urea,55.5,360.75,Compost + Biofertilizer
mango,14.5,27.4,29.1,6.06,Urea,139.1,904.15,Compost + Biofertilizer
jute,53.6,62.2,45.7,6.15,Urea,59.6,387.4,Green Manure
coconut,63.2,102.8,104.8,6.73,Urea,31.8,206.7,Vermicompost
pomegranate,40.4,66.6,60.7,6.67,Urea,60.3,391.95,Vermicompost
pomegranate,42.5,14.9,55.7,6.39,DAP,90.6,2446.2,Poultry Manure
kidneybeans,26.2,12.5,74.9,5.6,Urea,110.9,720.85,Green Manure
mungbean,71.1,41.1,31.1,6.8,MOP,75.0,1275.0,Compost + Biofertilizer
apple,71.3,58.6,28.6,6.13,MOP,56.4,958.8,Green Manure
kidneybeans,21.4,55.9,45.8,6.57,Urea,94.1,611.65,Farmyard Manure (FYM)
pomegranate,91.9,53.6,60.5,5.88,DAP,22.8,615.6,Compost + Biofertilizer
banana,77.2,27.2,57.5,7.32,DAP,55.8,1506.6,Vermicompost
mango,56.2,49.4,45.7,6.54,Urea,65.7,427.05,Poultry Manure
papaya,51.1,44.3,17.7,7.46,MOP,104.2,1771.4,Compost + Biofertilizer
mothbeans,36.8,57.2,60.4,6.41,Urea,69.3,450.45,Farmyard Manure (FYM)
chickpea,65.8,73.0,65.3,5.59,Urea,24.5,159.25,Compost + Biofertilizer
coconut,77.3,46.7,43.1,7.06,MOP,51.5,875.5,Neem Cake
grapes,49.9,91.5,34.9,6.95,Urea,71.1,462.15,Poultry Manure
coconut,49.3,25.0,80.7,6.85,DAP,77.6,2095.2,Vermicompost
muskmelon,108.8,104.0,34.8,7.1,MOP,38.6,656.2,Farmyard Manure (FYM)
mungbean,77.1,65.8,50.2,6.06,MOP,30.2,513.4,Compost + Biofertilizer
muskmelon,36.4,21.7,46.8,6.11,Urea,104.8,681.2,Compost + Biofertilizer
pomegranate,72.4,30.0,37.4,7.11,DAP,79.3,2141.1,Neem Cake
mango,49.7,31.1,70.8,6.91,Urea,61.8,401.7,Neem Cake
orange,87.2,37.9,41.7,7.03,DAP,54.0,1458.0,Poultry Manure
lentil,88.3,29.4,61.0,7.63,DAP,54.7,1476.9,Neem Cake
kidneybeans,42.3,55.4,30.9,5.43,Urea,78.9,512.85,Neem Cake
coffee,84.0,64.2,18.4,7.2,MOP,59.9,1018.3,Poultry Manure
orange,42.8,51.5,30.3,6.06,Urea,85.9,558.35,Poultry Manure
maize,88.0,68.8,36.3,6.87,MOP,33.9,576.3,Farmyard Manure (FYM)
rice,63.4,7.5,39.0,4.86,DAP,102.8,2775.6,Compost + Biofertilizer
coconut,58.1,115.0,50.0,5.66,Urea,46.1,299.65,Vermicompost
mango,64.0,13.6,31.3,7.76,DAP,98.4,2656.8,Vermicompost
kidneybeans,88.4,40.2,57.6,6.65,DAP,32.6,880.2,Compost + Biofertilizer
mungbean,54.8,61.0,42.4,7.38,Urea,44.8,291.2,Farmyard Manure (FYM)
mungbean,36.0,78.8,60.1,5.83,Urea,66.0,429.0,Green Manure
pomegranate,37.9,55.4,53.4,7.61,Urea,66.0,429.0,Poultry Manure
mungbean,49.8,38.7,68.2,6.08,Urea,66.8,434.2,Vermicompost
blackgram,34.0,64.7,80.4,5.38,Urea,62.5,406.25,Poultry Manure
blackgram,20.0,59.0,70.2,6.64,Urea,71.6,465.4,Poultry Manure
coffee,75.5,54.2,48.4,5.14,MOP,44.0,748.0,Compost + Biofertilizer
maize,42.9,43.2,90.3,6.94,Urea,57.8,375.7,Compost + Biofertilizer
banana,46.8,28.2,33.8,6.29,Urea,104.9,681.85,Farmyard Manure (FYM)
kidneybeans,83.7,46.1,76.8,6.27,DAP,32.2,869.4,Compost + Biofertilizer
coffee,75.2,35.4,42.0,7.07,DAP,68.1,1838.7,Poultry Manure
papaya,100.8,38.3,85.5,6.99,DAP,30.2,815.4,Green Manure
mothbeans,53.4,42.8,51.1,5.67,Urea,71.8,466.7,Neem Cake
grapes,53.1,32.3,34.7,6.95,DAP,91.3,2465.1,Compost + Biofertilizer
jute,75.4,43.1,23.9,6.96,MOP,63.5,1079.5,Vermicompost
pomegranate,49.6,53.2,44.8,8.35,Urea,66.5,432.25,Vermicompost
pigeonpeas,116.6,43.4,67.9,7.09,DAP,35.6,961.2,Compost + Biofertilizer
maize,66.1,21.7,56.7,6.74,DAP,66.5,1795.5,Green Manure
apple,79.7,70.8,13.9,7.26,MOP,57.0,969.0,Green Manure
pigeonpeas,57.9,17.4,100.0,6.89,DAP,74.0,1998.0,Vermicompost
lentil,11.2,80.7,65.0,6.75,Urea,75.8,492.7,Neem Cake
coconut,24.4,17.5,48.1,7.15,Urea,118.2,768.3,Farmyard Manure (FYM)
chickpea,75.3,69.5,58.4,6.03,NPK 10-26-26,25.4,584.2,Compost + Biofertilizer
banana,68.8,30.6,54.6,6.71,DAP,61.1,1649.7,Farmyard Manure (FYM)
chickpea,24.3,52.8,28.7,6.78,Urea,101.1,657.15,Compost + Biofertilizer
banana,88.8,20.6,75.7,6.2,DAP,54.3,1466.1,Vermicompost
lentil,89.2,49.1,45.0,7.05,MOP,46.0,782.0,Green Manure
jute,84.2,21.2,36.5,5.94,DAP,75.5,2038.5,Neem Cake
grapes,41.1,64.2,66.1,6.83,Urea,62.9,408.85,Farmyard Manure (FYM)
apple,24.8,52.9,45.5,6.77,Urea,87.5,568.75,Poultry Manure
mango,99.1,50.9,32.9,5.45,MOP,50.9,865.3,Vermicompost
muskmelon,39.4,38.7,61.1,5.82,Urea,72.9,473.85,Green Manure
jute,16.8,66.0,68.8,5.26,Urea,80.0,520.0,Compost + Biofertilizer
watermelon,51.5,41.4,68.2,6.83,Urea,68.6,445.9,Poultry Manure
lentil,57.9,41.0,46.7,6.54,Urea,73.4,477.1,Green Manure
apple,55.2,9.3,49.2,7.08,DAP,93.2,2516.4,Neem Cake
maize,25.3,23.9,51.9,6.91,Urea,110.7,719.55,Compost + Biofertilizer
banana,83.6,36.1,87.8,5.91,DAP,40.4,1090.8,Vermicompost
apple,131.6,15.0,47.1,6.97,DAP,63.9,1725.3,Poultry Manure
papaya,72.7,37.9,9.5,6.23,MOP,94.7,1609.9,Neem Cake
kidneybeans,95.5,33.2,76.5,6.78,DAP,40.0,1080.0,Neem Cake
chickpea,51.1,58.2,49.4,7.73,Urea,57.9,376.35,Vermicompost
rice,82.1,21.0,30.5,7.03,DAP,84.5,2281.5,Compost + Biofertilizer
jute,95.0,43.2,68.4,6.75,DAP,31.4,847.8,Neem Cake
lentil,58.3,32.5,38.2,6.84,DAP,82.6,2230.2,Green Manure
grapes,38.3,30.6,33.6,6.84,Urea,109.3,710.45,Green Manure
coconut,99.0,25.2,50.1,6.99,DAP,54.0,1458.0,Vermicompost
grapes,79.3,33.7,24.3,6.77,MOP,83.6,1421.2,Green Manure
banana,53.6,17.2,26.8,6.77,DAP,103.7,2799.9,Green Manure
blackgram,68.0,33.3,69.8,5.86,DAP,56.9,1536.3,Poultry Manure
pigeonpeas,90.0,14.1,33.3,6.79,DAP,93.0,2511.0,Neem Cake
lentil,74.3,61.2,97.5,6.08,Urea,32.7,212.55,Green Manure
mango,86.3,49.5,64.9,5.59,DAP,29.8,804.6,Green Manure
grapes,104.6,45.8,16.4,6.08,MOP,72.1,1225.7,Neem Cake
maize,63.0,46.3,50.5,6.65,Urea,56.5,367.25,Vermicompost
watermelon,75.8,37.4,51.4,6.79,DAP,59.2,1598.4,Green Manure
orange,60.2,43.1,51.2,5.49,Urea,66.5,432.25,Poultry Manure
pigeonpeas,53.2,53.9,30.8,5.34,MOP,72.2,1227.4,Neem Cake
blackgram,66.0,47.6,64.7,6.42,Urea,50.8,330.2,Compost + Biofertilizer
coconut,73.9,31.5,54.1,7.51,DAP,59.8,1614.6,Poultry Manure
rice,99.8,70.5,69.4,7.3,NPK 10-26-26,15.0,345.0,Vermicompost
coffee,61.0,50.1,77.6,6.66,Urea,51.1,332.15,Poultry Manure
jute,63.1,13.6,13.7,6.77,DAP,116.5,3145.5,Farmyard Manure (FYM)
muskmelon,66.7,40.1,16.6,6.29,MOP,87.0,1479.0,Vermicompost
apple,79.6,60.4,76.0,5.58,NPK 19-19-19,20.6,494.4,Farmyard Manure (FYM)
muskmelon,18.9,62.5,67.8,6.54,Urea,79.1,514.15,Vermicompost
orange,68.5,42.4,27.2,6.76,MOP,73.2,1244.4,Poultry Manure
papaya,55.4,58.9,29.8,6.23,MOP,64.7,1099.9,Compost + Biofertilizer
blackgram,25.4,57.4,30.5,7.75,Urea,95.4,620.1,Green Manure
watermelon,64.6,67.8,50.3,6.91,Urea,51.2,332.8,Compost + Biofertilizer
jute,57.0,29.5,59.3,5.33,DAP,62.9,1698.3,Poultry Manure
mungbean,11.4,37.1,59.9,6.99,Urea,102.3,664.95,Neem Cake
orange,72.0,65.0,68.8,5.71,Urea,23.5,152.75,Poultry Manure
jute,47.3,27.5,53.9,7.19,Urea,71.4,464.1,Vermicompost
apple,0.0,53.4,52.8,5.57,Urea,109.0,708.5,Poultry Manure
cotton,30.2,9.2,33.0,6.88,DAP,133.8,3612.6,Vermicompost
jute,59.9,35.4,87.6,6.9,DAP,67.3,1817.1,Farmyard Manure (FYM)
grapes,90.6,23.3,60.1,6.51,DAP,40.8,1101.6,Compost + Biofertilizer
mungbean,52.9,60.9,92.6,7.57,Urea,43.2,280.8,Neem Cake
chickpea,81.5,85.5,68.0,6.33,NPK 19-19-19,15.0,360.0,Compost + Biofertilizer
mango,99.2,52.4,53.0,6.96,DAP,46.7,1260.9,Vermicompost
rice,54.0,37.5,10.3,5.23,MOP,112.3,1909.1,Vermicompost
chickpea,63.0,60.6,25.6,6.97,MOP,66.4,1128.8,Green Manure
watermelon,56.3,72.1,69.4,6.31,Urea,41.0,266.5,Compost + Biofertilizer
watermelon,37.5,54.9,81.6,6.77,Urea,59.7,388.05,Compost + Biofertilizer
maize,69.2,67.2,40.3,6.35,MOP,51.0,867.0,Compost + Biofertilizer
mothbeans,4.0,40.3,57.3,7.17,Urea,107.7,700.05,Farmyard Manure (FYM)
jute,74.4,45.8,83.7,6.83,DAP,39.6,1069.2,Neem Cake
watermelon,49.6,32.0,0.0,7.15,MOP,132.5,2252.5,Green Manure
orange,50.0,50.3,56.3,6.4,Urea,53.1,345.15,Compost + Biofertilizer
mungbean,41.6,58.7,75.7,5.04,Urea,56.2,365.3,Neem Cake
maize,48.4,62.0,0.0,7.53,MOP,106.5,1810.5,Compost + Biofertilizer
coconut,57.3,7.6,34.4,7.05,DAP,105.0,2835.0,Green Manure
blackgram,62.8,49.1,37.1,7.16,MOP,64.1,1089.7,Green Manure
blackgram,115.0,38.1,64.1,6.41,DAP,36.2,977.4,Vermicompost
mothbeans,38.8,35.5,46.7,6.41,Urea,101.1,657.15,Farmyard Manure (FYM)
kidneybeans,45.3,59.9,66.5,6.92,Urea,55.9,363.35,Vermicompost
lentil,63.7,25.7,35.9,6.98,DAP,89.6,2419.2,Poultry Manure
banana,4.1,61.0,25.5,6.16,Urea,114.0,741.0,Compost + Biofertilizer
lentil,83.1,43.5,22.8,5.92,MOP,64.0,1088.0,Poultry Manure
maize,101.0,44.6,87.9,6.78,DAP,37.3,1007.1,Compost + Biofertilizer
papaya,109.2,48.6,55.1,6.13,DAP,34.5,931.5,Vermicompost
mungbean,61.6,23.8,85.3,7.27,DAP,75.2,2030.4,Green Manure
muskmelon,89.0,61.0,59.0,7.06,NPK 19-19-19,27.4,657.6,Vermicompost
jute,86.5,43.0,9.7,6.0,MOP,77.4,1315.8,Vermicompost
chickpea,30.5,35.8,19.9,6.13,Urea,121.5,789.75,Farmyard Manure (FYM)
grapes,54.9,52.7,11.7,7.7,MOP,92.3,1569.1,Farmyard Manure (FYM)
apple,55.9,61.8,67.3,6.75,Urea,49.6,322.4,Poultry Manure
papaya,63.1,54.6,55.3,6.11,Urea,39.5,256.75,Poultry Manure
apple,40.7,21.0,52.6,5.83,Urea,96.0,624.0,Green Manure
jute,79.5,55.3,13.3,6.87,MOP,70.9,1205.3,Vermicompost
watermelon,52.1,43.1,12.8,6.33,MOP,101.4,1723.8,Vermicompost
papaya,45.4,37.7,59.8,6.09,Urea,60.5,393.25,Vermicompost
blackgram,37.6,40.9,51.7,7.34,Urea,80.7,524.55,Farmyard Manure (FYM)
cotton,40.8,58.3,32.6,7.56,Urea,84.7,550.55,Compost + Biofertilizer
banana,115.2,41.4,10.2,5.91,MOP,78.2,1329.4,Compost + Biofertilizer
grapes,31.6,50.3,48.5,6.47,Urea,78.4,509.6,Poultry Manure
papaya,80.4,21.1,47.9,7.26,DAP,73.0,1971.0,Poultry Manure
papaya,45.5,19.3,72.5,7.11,DAP,96.0,2592.0,Green Manure
jute,51.6,41.0,54.7,7.82,Urea,65.2,423.8,Farmyard Manure (FYM)
orange,47.5,44.2,49.0,6.29,Urea,68.0,442.0,Green Manure
mothbeans,76.8,95.4,47.1,5.6,MOP,34.4,584.8,Green Manure
apple,38.4,73.9,50.9,6.6,Urea,63.4,412.1,Neem Cake
cotton,76.0,42.1,43.9,6.94,DAP,54.0,1458.0,Neem Cake
coconut,39.2,32.1,95.4,6.18,Urea,83.2,540.8,Green Manure
coconut,66.2,34.8,4.3,6.62,MOP,101.4,1723.8,Neem Cake
maize,28.3,61.7,35.9,6.29,Urea,84.9,551.85,Vermicompost
papaya,43.7,58.7,39.1,7.7,Urea,74.0,481.0,Green Manure
jute,32.4,35.8,60.4,6.69,Urea,80.5,523.25,Compost + Biofertilizer
mango,23.8,21.4,28.1,6.71,Urea,134.3,872.95,Farmyard Manure (FYM)
jute,53.5,26.5,15.9,5.96,MOP,106.5,1810.5,Green Manure
mungbean,38.0,57.6,78.6,6.74,Urea,56.3,365.95,Farmyard Manure (FYM)
chickpea,21.4,63.5,47.2,6.28,Urea,85.7,557.05,Poultry Manure
pomegranate,60.7,33.3,71.8,6.29,DAP,61.8,1668.6,Farmyard Manure (FYM)
chickpea,44.1,70.6,43.4,6.05,Urea,60.6,393.9,Green Manure
jute,77.4,58.5,60.8,5.3,NPK 10-26-26,25.1,577.3,Compost + Biofertilizer
banana,41.5,34.8,0.0,6.73,MOP,134.5,2286.5,Green Manure
mango,39.8,50.3,33.8,5.27,Urea,92.8,603.2,Vermicompost
cotton,37.9,54.0,60.1,7.04,Urea,65.9,428.35,Poultry Manure
coconut,62.2,64.3,14.6,7.68,MOP,77.6,1319.2,Poultry Manure
muskmelon,55.0,47.0,72.2,6.17,Urea,57.4,373.1,Vermicompost
watermelon,62.6,41.5,36.1,8.09,MOP,70.1,1191.7,Vermicompost
orange,106.6,24.2,49.5,7.72,DAP,65.1,1757.7,Farmyard Manure (FYM)
banana,63.8,56.8,96.8,6.77,Urea,37.5,243.75,Compost + Biofertilizer
mungbean,81.6,46.1,7.4,6.54,MOP,80.1,1361.7,Neem Cake
grapes,82.4,10.4,50.8,6.49,DAP,74.3,2006.1,Farmyard Manure (FYM)
rice,84.2,30.5,42.7,7.53,DAP,63.0,1701.0,Poultry Manure
blackgram,46.3,58.9,53.1,6.74,Urea,53.3,346.45,Vermicompost
mungbean,103.8,47.1,23.5,6.86,MOP,66.2,1125.4,Compost + Biofertilizer
banana,64.3,40.6,60.0,5.23,DAP,48.9,1320.3,Green Manure
mothbeans,86.5,49.3,49.4,5.73,DAP,42.2,1139.4,Poultry Manure
mango,68.5,50.4,51.6,6.49,Urea,49.3,320.45,Neem Cake
grapes,93.2,83.0,39.3,6.49,MOP,42.8,727.6,Compost + Biofertilizer
muskmelon,81.3,22.7,63.1,6.7,DAP,56.5,1525.5,Compost + Biofertilizer
jute,107.5,112.7,43.7,6.29,MOP,32.8,557.6,Vermicompost
mothbeans,71.8,46.3,52.0,5.56,DAP,47.1,1271.7,Poultry Manure
papaya,38.8,0.0,49.9,6.59,DAP,120.4,3250.8,Green Manure
rice,55.4,45.5,41.7,7.58,Urea,72.9,473.85,Vermicompost
apple,49.7,37.8,8.4,4.28,MOP,117.9,2004.3,Green Manure
coconut,42.7,36.3,83.4,6.24,Urea,72.6,471.9,Compost + Biofertilizer
coffee,60.1,39.6,64.5,6.82,DAP,55.7,1503.9,Compost + Biofertilizer
blackgram,68.9,60.6,45.7,6.14,MOP,45.1,766.7,Farmyard Manure (FYM)
grapes,0.0,46.0,56.7,6.84,Urea,115.1,748.15,Farmyard Manure (FYM)
pomegranate,63.9,25.2,48.5,6.14,DAP,82.7,2232.9,Neem Cake
cotton,108.5,40.3,77.1,6.91,DAP,28.5,769.5,Neem Cake
banana,91.0,50.6,59.5,6.92,DAP,24.4,658.8,Green Manure
mango,39.7,52.8,33.2,6.29,Urea,94.2,612.3,Poultry Manure
muskmelon,59.8,68.2,72.1,6.71,Urea,40.8,265.2,Compost + Biofertilizer
mango,102.7,59.9,54.1,5.67,MOP,18.8,319.6,Compost + Biofertilizer
orange,47.8,86.3,63.0,6.92,Urea,42.3,274.95,Neem Cake
kidneybeans,50.0,38.2,64.4,6.54,Urea,63.7,414.05,Green Manure
coconut,38.6,55.2,47.1,6.78,Urea,72.1,468.65,Neem Cake
pigeonpeas,73.2,15.3,52.0,6.93,DAP,65.5,1768.5,Farmyard Manure (FYM)
apple,105.1,33.8,66.1,6.49,DAP,41.9,1131.3,Farmyard Manure (FYM)
mothbeans,75.0,21.1,57.9,5.75,DAP,56.6,1528.2,Green Manure
coffee,71.9,36.6,15.3,6.53,MOP,87.8,1492.6,Green Manure
rice,53.3,51.3,75.0,6.6,Urea,52.8,343.2,Poultry Manure
lentil,68.9,46.9,28.8,6.45,MOP,64.1,1089.7,Neem Cake
muskmelon,76.4,74.7,76.9,6.75,NPK 19-19-19,22.1,530.4,Compost + Biofertilizer
blackgram,70.0,60.6,54.2,5.95,Urea,30.1,195.65,Farmyard Manure (FYM)
kidneybeans,45.5,70.2,60.4,5.91,Urea,46.8,304.2,Farmyard Manure (FYM)
grapes,69.0,37.4,37.4,6.61,DAP,70.2,1895.4,Farmyard Manure (FYM)
pigeonpeas,77.4,53.9,56.3,7.47,DAP,31.0,837.0,Vermicompost
mango,64.2,52.2,67.3,7.0,Urea,46.5,302.25,Poultry Manure
mothbeans,69.5,70.3,69.3,6.04,Urea,29.4,191.1,Poultry Manure
muskmelon,66.5,13.2,49.9,6.44,DAP,80.9,2184.3,Farmyard Manure (FYM)
mango,32.7,102.3,25.9,5.45,Urea,79.4,516.1,Green Manure
pigeonpeas,86.9,58.6,43.7,6.16,MOP,33.1,562.7,Poultry Manure
mothbeans,80.3,31.0,43.2,4.65,DAP,59.6,1609.2,Farmyard Manure (FYM)
grapes,95.4,26.3,55.0,6.63,DAP,60.3,1628.1,Compost + Biofertilizer
coconut,39.4,11.5,65.4,5.79,DAP,112.9,3048.3,Farmyard Manure (FYM)
coconut,108.2,29.4,36.7,6.56,DAP,61.6,1663.2,Poultry Manure
pigeonpeas,40.2,77.5,24.2,6.53,Urea,96.5,627.25,Compost + Biofertilizer
coffee,11.5,42.5,64.7,6.66,Urea,99.4,646.1,Farmyard Manure (FYM)
mango,71.7,28.2,75.6,6.02,DAP,56.0,1512.0,Compost + Biofertilizer
mungbean,93.7,38.1,68.7,8.07,DAP,39.6,1069.2,Poultry Manure
coffee,27.2,25.3,58.0,7.68,Urea,103.0,669.5,Vermicompost
blackgram,72.7,14.7,4.4,6.15,MOP,114.3,1943.1,Green Manure
muskmelon,68.0,34.6,50.1,5.65,DAP,65.1,1757.7,Compost + Biofertilizer
coffee,52.8,0.6,55.3,7.14,DAP,105.1,2837.7,Vermicompost
apple,68.2,75.0,32.3,7.5,MOP,50.7,861.9,Compost + Biofertilizer
maize,26.7,48.5,64.0,6.61,Urea,84.5,549.25,Poultry Manure
coffee,16.4,72.0,67.5,7.68,Urea,79.4,516.1,Neem Cake
pigeonpeas,69.0,74.9,60.6,5.96,Urea,33.6,218.4,Compost + Biofertilizer
mango,90.2,54.3,44.2,6.59,MOP,37.8,642.6,Neem Cake
cotton,51.4,38.2,34.0,6.63,Urea,89.5,581.75,Neem Cake
chickpea,59.5,57.7,52.6,7.82,Urea,46.0,299.0,Compost + Biofertilizer
mungbean,13.7,63.1,53.5,6.71,Urea,84.7,550.55,Farmyard Manure (FYM)
jute,93.7,0.2,22.2,7.1,DAP,106.5,2875.5,Farmyard Manure (FYM)
apple,66.4,58.7,69.1,6.99,Urea,29.0,188.5,Neem Cake
muskmelon,41.2,50.5,47.8,7.18,Urea,74.4,483.6,Neem Cake
muskmelon,68.5,83.1,72.5,6.89,Urea,26.8,174.2,Poultry Manure
orange,38.9,32.4,65.2,7.78,Urea,91.1,592.15,Green Manure
chickpea,43.6,34.1,58.1,7.69,Urea,76.7,498.55,Neem Cake
chickpea,27.2,51.6,33.1,6.2,Urea,97.4,633.1,Compost + Biofertilizer
mothbeans,79.2,23.9,67.2,6.63,DAP,59.9,1617.3,Vermicompost
chickpea,15.8,5.8,41.5,7.75,Urea,155.6,1011.4,Compost + Biofertilizer
mungbean,89.2,64.0,90.5,5.94,NPK 19-19-19,15.4,369.6,Farmyard Manure (FYM)
orange,64.6,65.4,50.2,5.5,Urea,51.7,336.05,Neem Cake
jute,49.2,57.2,57.8,8.0,Urea,49.7,323.05,Neem Cake
papaya,101.7,42.0,23.0,7.08,MOP,76.0,1292.0,Poultry Manure
mungbean,94.5,36.7,51.9,6.74,DAP,34.2,923.4,Poultry Manure
coconut,72.5,6.4,78.4,7.37,DAP,70.0,1890.0,Green Manure
orange,83.3,45.1,35.5,6.38,MOP,54.2,921.4,Neem Cake
coffee,28.3,68.0,50.0,7.48,Urea,79.7,518.05,Farmyard Manure (FYM)
mango,67.2,54.7,24.6,6.1,MOP,73.7,1252.9,Green Manure
orange,51.2,24.6,54.8,6.51,DAP,77.0,2079.0,Vermicompost
rice,47.6,55.4,27.5,6.17,MOP,84.7,1439.9,Green Manure
coconut,43.4,6.4,70.3,6.47,DAP,106.5,2875.5,Vermicompost
watermelon,69.1,49.5,64.0,6.15,Urea,42.9,278.85,Farmyard Manure (FYM)
kidneybeans,79.7,41.1,58.1,5.4,DAP,41.3,1115.1,Poultry Manure
pigeonpeas,36.0,49.3,58.4,6.57,Urea,68.7,446.55,Vermicompost
kidneybeans,44.7,35.6,44.6,6.56,Urea,90.6,588.9,Vermicompost
coffee,127.5,39.8,75.9,6.38,DAP,43.6,1177.2,Compost + Biofertilizer
mango,69.3,23.2,39.3,6.56,DAP,73.0,1971.0,Green Manure
coffee,48.8,77.5,6.3,6.07,MOP,103.7,1762.9,Poultry Manure
blackgram,95.2,88.9,34.9,7.71,MOP,39.9,678.3,Compost + Biofertilizer
blackgram,97.8,37.1,0.0,6.68,MOP,90.6,1540.2,Compost + Biofertilizer
banana,72.6,38.7,57.8,6.07,DAP,35.3,953.1,Farmyard Manure (FYM)
apple,13.2,55.1,89.5,6.74,Urea,84.3,547.95,Neem Cake
coconut,81.6,65.7,44.3,7.56,MOP,33.3,566.1,Green Manure
coffee,61.1,48.4,23.3,6.58,MOP,78.6,1336.2,Poultry Manure
apple,82.3,35.3,60.2,6.95,DAP,37.5,1012.5,Poultry Manure
cotton,101.1,60.6,46.8,7.34,MOP,32.2,547.4,Compost + Biofertilizer
coconut,63.8,60.0,75.7,7.83,Urea,31.9,207.35,Vermicompost
jute,55.6,29.3,60.7,7.18,DAP,62.6,1690.2,Compost + Biofertilizer
grapes,69.3,42.9,50.6,7.42,DAP,53.5,1444.5,Farmyard Manure (FYM)
coconut,58.3,64.5,27.7,6.71,MOP,66.2,1125.4,Compost + Biofertilizer
apple,29.1,51.8,81.1,6.34,Urea,70.7,459.55,Compost + Biofertilizer
mango,94.0,31.1,52.4,6.73,DAP,44.3,1196.1,Farmyard Manure (FYM)
mungbean,83.0,38.4,84.3,7.43,DAP,39.6,1069.2,Vermicompost
papaya,84.9,86.6,69.0,5.95,NPK 19-19-19,20.9,501.6,Green Manure
mungbean,74.1,2.9,18.4,6.42,DAP,116.5,3145.5,Green Manure
mothbeans,51.4,43.5,62.6,6.9,Urea,57.6,374.4,Green Manure
mungbean,17.0,45.3,59.0,7.11,Urea,80.0,520.0,Poultry Manure
papaya,12.8,3.7,57.6,5.29,Urea,132.4,860.6,Farmyard Manure (FYM)
blackgram,69.2,30.1,60.8,6.97,DAP,48.2,1301.4,Compost + Biofertilizer
mungbean,79.0,29.6,26.7,6.8,MOP,70.0,1190.0,Farmyard Manure (FYM)
coffee,93.6,41.2,61.3,6.0,DAP,40.2,1085.4,Vermicompost
rice,103.3,79.1,27.0,6.49,MOP,48.2,819.4,Farmyard Manure (FYM)
apple,115.1,29.0,18.3,5.87,MOP,85.8,1458.6,Compost + Biofertilizer
banana,72.0,14.9,15.2,5.59,DAP,107.4,2899.8,Neem Cake
muskmelon,75.5,13.5,23.7,6.52,DAP,94.9,2562.3,Compost + Biofertilizer
banana,91.9,46.8,62.1,7.41,DAP,37.4,1009.8,Poultry Manure
pomegranate,65.5,21.6,24.5,6.83,DAP,104.3,2816.1,Farmyard Manure (FYM)
muskmelon,85.4,47.2,44.8,5.57,MOP,43.4,737.8,Poultry Manure
orange,82.2,79.7,35.7,7.95,MOP,43.1,732.7,Green Manure
mothbeans,73.3,41.7,37.7,4.44,MOP,65.2,1108.4,Neem Cake
