crop,temperature,humidity,rainfall,leaf_wetness_hours,risk_score,risk_level,disease_name
mothbeans,23.13,64.32,150.71,6.93,0.559,Medium,Powdery Mildew
pigeonpeas,32.61,67.98,26.13,0.0,0.425,Medium,Sterility Mosaic
lentil,28.38,73.65,107.8,12.28,0.719,High,Rust
coconut,31.32,63.3,218.17,8.46,0.583,Medium,Bud Rot
blackgram,23.71,63.79,28.85,6.56,0.341,Low,Healthy
apple,21.93,73.42,353.31,2.67,0.624,Medium,Fire Blight
watermelon,28.14,79.48,71.66,7.84,0.464,Medium,Anthracnose
muskmelon,27.14,79.82,112.17,6.22,0.506,Medium,Powdery Mildew
banana,25.64,73.68,208.31,2.13,0.462,Medium,Panama Wilt
apple,32.66,82.26,142.38,5.23,0.53,Medium,Apple Scab
orange,24.6,70.07,134.92,9.5,0.628,Medium,Citrus Canker
orange,28.45,89.42,246.27,0.0,0.533,Medium,Greening (HLB)
mungbean,29.06,52.4,215.61,6.1,0.532,Medium,Yellow Mosaic Virus
blackgram,23.68,58.88,168.28,6.14,0.559,Medium,Leaf Crinkle
maize,26.99,48.18,130.31,14.3,0.654,High,Gray Leaf Spot
mango,33.08,61.63,88.97,4.92,0.457,Medium,Anthracnose
grapes,25.99,73.11,256.76,6.57,0.597,Medium,Downy Mildew
coffee,27.42,82.15,95.59,1.28,0.522,Medium,Coffee Leaf Rust
grapes,28.42,88.52,31.7,7.11,0.622,Medium,Downy Mildew
maize,22.15,72.88,55.42,11.0,0.576,Medium,Common Rust
lentil,27.11,72.42,190.32,9.15,0.606,Medium,Wilt
pigeonpeas,27.29,77.41,39.38,6.56,0.454,Medium,Sterility Mosaic
papaya,26.66,59.0,193.0,3.99,0.465,Medium,Papaya Ring Spot Virus
lentil,35.01,79.42,73.58,0.19,0.437,Medium,Wilt
blackgram,30.03,72.58,203.18,8.99,0.586,Medium,Yellow Mosaic Virus
pigeonpeas,25.0,58.46,82.77,11.68,0.474,Medium,Fusarium Wilt
pomegranate,26.57,95.39,73.11,6.13,0.538,Medium,Bacterial Blight
rice,24.92,67.65,89.49,8.63,0.52,Medium,Rice Blast
lentil,21.67,48.21,119.69,4.03,0.311,Low,Healthy
mungbean,28.87,84.5,218.82,4.14,0.556,Medium,Cercospora Leaf Spot
apple,27.54,63.8,49.26,2.69,0.436,Medium,Apple Scab
apple,30.17,75.25,130.61,7.63,0.526,Medium,Apple Scab
banana,16.2,78.43,85.67,9.41,0.569,Medium,Sigatoka Leaf Spot
watermelon,31.87,63.17,41.27,1.88,0.387,Medium,Fusarium Wilt
papaya,35.5,79.45,355.14,10.32,0.643,Medium,Powdery Mildew
pomegranate,25.26,74.14,123.61,9.63,0.561,Medium,Bacterial Blight
pomegranate,26.9,93.31,21.9,4.45,0.433,Medium,Fruit Rot
maize,28.11,91.6,158.29,7.76,0.76,High,Maize Leaf Blight
pigeonpeas,24.91,71.01,29.18,2.31,0.42,Medium,Sterility Mosaic
rice,23.74,81.58,115.28,7.73,0.585,Medium,Rice Blast
mothbeans,25.41,88.24,86.67,1.25,0.5,Medium,Powdery Mildew
grapes,25.0,62.22,35.46,7.78,0.451,Medium,Powdery Mildew
maize,30.74,75.69,36.02,10.31,0.545,Medium,Common Rust
pomegranate,30.57,75.41,206.96,4.27,0.554,Medium,Bacterial Blight
maize,30.44,98.59,21.64,6.15,0.465,Medium,Gray Leaf Spot
rice,29.78,77.13,124.3,12.9,0.485,Medium,Bacterial Leaf Blight
banana,30.24,64.43,10.14,9.48,0.476,Medium,Panama Wilt
grapes,25.62,59.85,79.13,0.7,0.38,Medium,Downy Mildew
mango,29.87,85.05,94.12,14.34,0.604,Medium,Powdery Mildew
banana,35.72,89.84,305.96,13.86,0.74,High,Panama Wilt
mothbeans,17.62,81.6,90.9,9.05,0.475,Medium,Yellow Mosaic Virus
rice,13.25,72.19,86.11,12.32,0.583,Medium,Sheath Blight
orange,32.8,56.84,135.81,11.49,0.603,Medium,Citrus Canker
chickpea,33.18,65.93,104.41,6.35,0.465,Medium,Ascochyta Blight
cotton,24.67,75.82,55.77,8.29,0.518,Medium,Bacterial Blight
pomegranate,20.19,77.64,50.44,1.58,0.448,Medium,Fruit Rot
papaya,30.89,81.73,64.9,6.73,0.54,Medium,Papaya Ring Spot Virus
pomegranate,26.68,60.72,170.11,9.05,0.584,Medium,Bacterial Blight
chickpea,27.05,75.0,121.49,9.34,0.471,Medium,Fusarium Wilt
coffee,21.98,83.26,255.48,7.33,0.717,High,Coffee Leaf Rust
pomegranate,32.69,68.23,23.33,6.75,0.526,Medium,Bacterial Blight
jute,28.73,88.85,119.1,5.25,0.706,High,Stem Rot
jute,21.98,78.21,87.76,0.62,0.444,Medium,Anthracnose
watermelon,28.89,79.27,98.19,0.0,0.53,Medium,Fusarium Wilt
muskmelon,23.28,52.97,328.33,10.72,0.631,Medium,Downy Mildew
cotton,26.77,91.65,250.01,0.0,0.536,Medium,Leaf Curl Virus
kidneybeans,27.36,75.41,38.79,4.09,0.472,Medium,Angular Leaf Spot
banana,27.54,77.73,24.69,13.63,0.656,High,Sigatoka Leaf Spot
orange,23.37,82.25,208.57,7.92,0.677,High,Greening (HLB)
papaya,35.49,92.78,45.0,8.64,0.514,Medium,Papaya Ring Spot Virus
apple,21.84,90.53,12.82,7.58,0.529,Medium,Fire Blight
apple,15.02,71.01,69.42,4.52,0.451,Medium,Apple Scab
coconut,24.95,85.43,100.67,9.01,0.495,Medium,Leaf Blight
coffee,21.93,54.96,80.08,7.9,0.48,Medium,Coffee Leaf Rust
chickpea,20.28,79.87,153.0,5.51,0.524,Medium,Fusarium Wilt
apple,25.82,84.87,33.81,9.34,0.572,Medium,Fire Blight
watermelon,23.13,77.26,40.48,11.45,0.553,Medium,Anthracnose
papaya,26.52,86.27,261.92,6.61,0.729,High,Papaya Ring Spot Virus
mango,25.7,87.24,165.54,4.14,0.521,Medium,Powdery Mildew
lentil,25.34,63.71,25.62,1.61,0.448,Medium,Wilt
grapes,23.44,84.77,96.08,10.55,0.649,Medium,Powdery Mildew
blackgram,24.91,69.94,123.53,11.35,0.54,Medium,Leaf Crinkle
maize,30.38,67.26,128.76,5.52,0.454,Medium,Maize Leaf Blight
mungbean,19.93,86.96,103.25,0.25,0.474,Medium,Yellow Mosaic Virus
lentil,21.7,75.56,76.02,8.69,0.629,Medium,Rust
apple,26.29,86.66,116.1,10.41,0.648,Medium,Fire Blight
pomegranate,27.14,79.78,210.98,8.77,0.652,High,Fruit Rot
kidneybeans,31.24,66.77,41.5,8.4,0.475,Medium,Bean Rust
chickpea,26.63,80.11,98.2,1.8,0.474,Medium,Ascochyta Blight
chickpea,18.37,65.45,38.84,10.4,0.435,Medium,Ascochyta Blight
watermelon,33.03,60.58,15.08,4.23,0.37,Medium,Anthracnose
mango,28.07,82.21,222.34,5.36,0.525,Medium,Powdery Mildew
jute,22.74,91.23,130.58,10.39,0.636,Medium,Anthracnose
pomegranate,33.08,55.62,21.19,7.89,0.395,Medium,Bacterial Blight
lentil,35.09,73.48,242.59,18.75,0.699,High,Wilt
orange,27.81,81.23,333.77,0.58,0.549,Medium,Greening (HLB)
kidneybeans,28.79,49.57,186.1,12.88,0.544,Medium,Angular Leaf Spot
papaya,22.44,73.98,97.4,9.41,0.578,Medium,Powdery Mildew
watermelon,26.78,79.58,304.4,12.57,0.718,High,Fusarium Wilt
mungbean,20.29,79.64,23.91,11.58,0.56,Medium,Cercospora Leaf Spot
blackgram,19.46,74.99,103.41,0.82,0.419,Medium,Leaf Crinkle
chickpea,34.04,89.75,154.0,8.9,0.609,Medium,Fusarium Wilt
watermelon,26.62,57.63,48.24,10.3,0.55,Medium,Anthracnose
cotton,36.53,77.82,115.94,0.59,0.405,Medium,Bacterial Blight
maize,26.08,67.27,152.88,11.92,0.62,Medium,Maize Leaf Blight
cotton,24.69,60.49,377.65,2.74,0.684,High,Leaf Curl Virus
watermelon,23.94,67.4,24.24,10.6,0.513,Medium,Anthracnose
rice,24.22,59.64,295.03,13.44,0.672,High,Rice Blast
orange,27.86,82.48,29.97,3.15,0.557,Medium,Citrus Canker
coffee,27.57,82.65,223.84,8.16,0.745,High,Coffee Leaf Rust
lentil,29.31,100.0,156.17,18.61,0.705,High,Wilt
orange,27.28,66.4,102.83,9.48,0.552,Medium,Citrus Canker
mungbean,33.68,80.51,65.68,9.86,0.681,High,Cercospora Leaf Spot
mango,30.74,70.42,14.0,9.62,0.538,Medium,Powdery Mildew
muskmelon,33.19,61.98,175.71,7.22,0.422,Medium,Downy Mildew
kidneybeans,21.82,68.63,216.31,6.06,0.607,Medium,Bean Rust
cotton,24.89,66.05,130.8,1.05,0.424,Medium,Bacterial Blight
banana,27.88,70.53,19.11,7.45,0.493,Medium,Panama Wilt
jute,27.47,48.69,102.8,11.6,0.588,Medium,Stem Rot
orange,23.59,83.59,32.77,2.77,0.467,Medium,Citrus Canker
watermelon,33.35,71.0,135.5,1.08,0.531,Medium,Fusarium Wilt
maize,28.3,74.6,66.55,19.07,0.717,High,Maize Leaf Blight
jute,26.76,71.25,46.68,10.94,0.524,Medium,Stem Rot
pomegranate,25.54,60.96,125.23,11.61,0.527,Medium,Fruit Rot
jute,22.45,62.07,110.72,9.17,0.577,Medium,Anthracnose
coconut,26.09,75.85,143.54,7.92,0.598,Medium,Leaf Blight
lentil,22.16,81.11,57.61,6.05,0.505,Medium,Rust
watermelon,26.0,94.28,180.97,9.05,0.671,High,Anthracnose
banana,22.23,78.33,207.64,9.0,0.667,High,Sigatoka Leaf Spot
lentil,33.25,99.07,19.56,10.79,0.584,Medium,Rust
coconut,23.82,79.11,113.59,13.59,0.624,Medium,Bud Rot
kidneybeans,35.37,79.22,70.91,5.96,0.431,Medium,Bean Rust
mothbeans,29.72,72.37,119.59,11.46,0.532,Medium,Powdery Mildew
jute,35.59,74.41,36.53,7.68,0.498,Medium,Anthracnose
jute,23.88,75.97,220.35,9.94,0.657,High,Anthracnose
banana,33.62,75.97,111.14,9.05,0.633,Medium,Sigatoka Leaf Spot
jute,24.18,66.02,161.73,3.3,0.543,Medium,Stem Rot
mothbeans,26.3,77.44,65.61,8.93,0.559,Medium,Yellow Mosaic Virus
pigeonpeas,33.18,89.59,68.98,0.54,0.475,Medium,Sterility Mosaic
watermelon,27.86,58.5,41.39,9.05,0.402,Medium,Fusarium Wilt
maize,36.62,55.03,400.0,11.92,0.687,High,Gray Leaf Spot
mungbean,20.5,83.36,109.47,8.98,0.516,Medium,Yellow Mosaic Virus
maize,25.81,73.62,281.09,0.0,0.567,Medium,Maize Leaf Blight
papaya,15.18,62.52,265.58,1.1,0.461,Medium,Papaya Ring Spot Virus
rice,33.63,78.96,84.48,0.0,0.43,Medium,Rice Blast
coconut,31.07,90.39,55.58,14.56,0.566,Medium,Bud Rot
rice,33.85,69.19,393.77,9.63,0.752,High,Sheath Blight
cotton,26.35,74.82,53.94,8.24,0.52,Medium,Bacterial Blight
cotton,16.56,61.87,160.71,4.25,0.419,Medium,Bacterial Blight
maize,22.22,92.36,88.37,5.95,0.58,Medium,Gray Leaf Spot
lentil,24.68,100.0,188.57,16.15,0.762,High,Wilt
rice,26.65,79.01,104.01,11.6,0.659,High,Rice Blast
kidneybeans,30.18,85.64,41.43,5.87,0.527,Medium,Bean Rust
pigeonpeas,36.1,72.02,138.0,10.49,0.527,Medium,Fusarium Wilt
grapes,27.06,83.09,107.52,3.31,0.548,Medium,Downy Mildew
apple,20.4,88.48,87.71,9.73,0.637,Medium,Apple Scab
coconut,14.13,75.03,287.54,11.29,0.653,High,Bud Rot
mango,27.12,89.56,84.3,2.77,0.514,Medium,Anthracnose
apple,28.03,64.81,212.8,8.12,0.669,High,Apple Scab
banana,27.01,68.47,89.77,8.69,0.57,Medium,Panama Wilt
grapes,34.17,90.47,166.24,5.46,0.549,Medium,Downy Mildew
kidneybeans,35.57,86.85,128.49,10.87,0.599,Medium,Angular Leaf Spot
apple,34.76,57.77,49.07,13.2,0.52,Medium,Fire Blight
rice,19.2,71.43,107.91,11.16,0.567,Medium,Bacterial Leaf Blight
mango,19.66,72.06,32.96,16.0,0.56,Medium,Anthracnose
lentil,20.68,87.65,311.09,5.62,0.639,Medium,Wilt
watermelon,28.1,94.22,132.57,5.23,0.645,Medium,Anthracnose
jute,36.18,75.76,58.86,5.49,0.479,Medium,Anthracnose
jute,32.31,72.88,193.05,5.8,0.565,Medium,Stem Rot
kidneybeans,27.94,59.22,25.56,12.78,0.541,Medium,Angular Leaf Spot
muskmelon,30.15,97.17,149.48,10.72,0.756,High,Downy Mildew
muskmelon,25.79,75.56,41.29,14.35,0.559,Medium,Powdery Mildew
pomegranate,23.94,55.21,44.02,5.01,0.46,Medium,Fruit Rot
grapes,31.34,64.1,124.35,3.47,0.397,Medium,Downy Mildew
coconut,26.27,71.17,145.92,7.3,0.64,Medium,Bud Rot
coconut,28.82,97.57,149.65,6.82,0.743,High,Leaf Blight
papaya,31.0,82.46,7.48,3.14,0.524,Medium,Papaya Ring Spot Virus
orange,24.13,97.67,73.16,3.82,0.502,Medium,Citrus Canker
lentil,25.33,68.74,261.8,12.59,0.64,Medium,Rust
maize,30.19,78.98,170.09,5.22,0.478,Medium,Common Rust
maize,25.44,99.25,16.82,1.28,0.508,Medium,Maize Leaf Blight
jute,32.84,98.38,70.74,7.62,0.587,Medium,Anthracnose
lentil,26.19,76.06,91.82,12.62,0.638,Medium,Rust
rice,28.93,80.04,133.14,11.27,0.658,High,Sheath Blight
banana,29.78,80.69,89.63,6.24,0.509,Medium,Sigatoka Leaf Spot
apple,25.51,77.61,13.83,6.44,0.57,Medium,Fire Blight
grapes,41.61,80.89,52.45,17.46,0.621,Medium,Powdery Mildew
apple,30.93,53.71,153.75,2.7,0.378,Medium,Apple Scab
coconut,21.71,99.6,151.41,13.51,0.765,High,Leaf Blight
blackgram,31.29,66.24,154.06,4.45,0.597,Medium,Yellow Mosaic Virus
mothbeans,28.31,76.52,304.44,15.35,0.745,High,Yellow Mosaic Virus
apple,20.34,75.92,190.67,10.34,0.581,Medium,Fire Blight
apple,41.1,79.31,171.45,8.76,0.554,Medium,Apple Scab
cotton,32.47,61.2,22.97,3.74,0.47,Medium,Leaf Curl Virus
coffee,27.81,93.22,121.05,10.92,0.647,Medium,Berry Disease
mungbean,27.88,82.01,73.11,4.77,0.516,Medium,Cercospora Leaf Spot
papaya,27.95,81.26,203.25,9.64,0.721,High,Papaya Ring Spot Virus
mungbean,20.56,51.4,379.39,9.82,0.596,Medium,Cercospora Leaf Spot
jute,30.39,84.99,172.99,7.73,0.583,Medium,Stem Rot
papaya,29.34,79.15,100.64,5.4,0.55,Medium,Papaya Ring Spot Virus
rice,23.0,82.59,99.18,6.74,0.569,Medium,Sheath Blight
blackgram,25.52,97.27,41.64,8.42,0.663,High,Yellow Mosaic Virus
pomegranate,21.14,73.91,328.36,10.6,0.731,High,Fruit Rot
blackgram,34.89,71.74,149.02,7.21,0.579,Medium,Leaf Crinkle
chickpea,30.22,66.19,126.75,10.0,0.558,Medium,Ascochyta Blight
pomegranate,28.09,59.2,53.22,11.37,0.525,Medium,Fruit Rot
watermelon,21.08,76.35,44.47,8.18,0.446,Medium,Fusarium Wilt
maize,18.69,52.87,121.09,4.34,0.401,Medium,Gray Leaf Spot
papaya,25.47,72.42,75.22,9.68,0.457,Medium,Powdery Mildew
maize,31.94,68.2,58.66,9.51,0.407,Medium,Gray Leaf Spot
cotton,31.02,76.77,53.78,5.44,0.462,Medium,Bacterial Blight
cotton,18.15,65.77,211.44,9.72,0.616,Medium,Bacterial Blight
rice,25.19,79.22,41.31,8.01,0.501,Medium,Sheath Blight
muskmelon,27.97,81.87,107.99,0.73,0.57,Medium,Downy Mildew
coffee,30.75,62.99,90.06,3.3,0.491,Medium,Berry Disease
banana,20.1,72.08,140.75,15.01,0.675,High,Sigatoka Leaf Spot
apple,20.14,76.61,341.04,7.54,0.622,Medium,Apple Scab
muskmelon,23.84,90.4,169.2,5.61,0.602,Medium,Powdery Mildew
pomegranate,16.37,91.74,138.99,6.25,0.512,Medium,Bacterial Blight
grapes,34.69,74.41,146.94,4.14,0.581,Medium,Powdery Mildew
lentil,18.44,74.71,95.71,4.15,0.392,Medium,Wilt
kidneybeans,29.4,92.27,168.17,13.78,0.744,High,Angular Leaf Spot
mothbeans,36.91,78.01,183.58,9.09,0.579,Medium,Powdery Mildew
blackgram,23.47,52.94,166.2,6.91,0.397,Medium,Yellow Mosaic Virus
banana,23.6,60.67,252.75,3.85,0.463,Medium,Panama Wilt
coconut,16.09,82.39,87.06,5.6,0.444,Medium,Leaf Blight
chickpea,26.91,74.52,114.16,15.52,0.654,High,Fusarium Wilt
pomegranate,17.45,84.95,24.29,9.33,0.492,Medium,Bacterial Blight
pomegranate,27.03,76.86,119.3,5.19,0.576,Medium,Bacterial Blight
grapes,39.1,82.23,27.66,12.39,0.558,Medium,Downy Mildew
coffee,24.35,78.93,237.21,12.38,0.664,High,Berry Disease
pigeonpeas,29.34,91.71,101.3,8.62,0.696,High,Sterility Mosaic
chickpea,29.42,83.45,40.44,5.98,0.556,Medium,Ascochyta Blight
coconut,27.79,96.76,211.88,9.0,0.696,High,Leaf Blight
papaya,30.97,74.36,43.57,5.25,0.429,Medium,Powdery Mildew
watermelon,26.72,76.4,77.76,11.52,0.708,High,Anthracnose
orange,22.93,81.25,27.1,5.69,0.517,Medium,Citrus Canker
mungbean,23.22,81.24,92.28,3.28,0.5,Medium,Cercospora Leaf Spot
grapes,40.82,63.96,138.58,12.26,0.552,Medium,Downy Mildew
apple,21.38,83.78,212.83,5.4,0.549,Medium,Apple Scab
lentil,20.87,68.81,77.5,7.25,0.427,Medium,Wilt
banana,27.56,80.03,162.65,1.7,0.593,Medium,Sigatoka Leaf Spot
coconut,19.98,81.31,274.11,7.59,0.621,Medium,Leaf Blight
lentil,23.6,80.7,129.94,11.0,0.571,Medium,Rust
kidneybeans,27.98,54.46,331.27,9.68,0.641,Medium,Bean Rust
coffee,31.0,71.73,19.09,15.77,0.471,Medium,Coffee Leaf Rust
mungbean,25.94,78.27,57.65,8.64,0.567,Medium,Yellow Mosaic Virus
grapes,20.43,66.58,201.64,8.5,0.442,Medium,Downy Mildew
maize,22.28,72.18,400.0,4.59,0.666,High,Common Rust
rice,27.19,64.86,37.35,9.52,0.578,Medium,Sheath Blight
coconut,28.03,78.99,133.79,9.59,0.599,Medium,Bud Rot
grapes,21.59,67.68,8.3,9.4,0.494,Medium,Powdery Mildew
kidneybeans,33.65,51.82,120.94,1.89,0.346,Low,Healthy
mothbeans,26.76,92.46,139.83,8.64,0.609,Medium,Powdery Mildew
mothbeans,28.82,74.01,21.52,12.02,0.543,Medium,Yellow Mosaic Virus
lentil,28.5,67.51,89.25,9.98,0.585,Medium,Wilt
cotton,29.7,62.39,109.51,7.83,0.453,Medium,Bacterial Blight
mungbean,17.81,80.52,113.03,8.03,0.491,Medium,Cercospora Leaf Spot
mungbean,26.37,88.03,191.23,14.54,0.78,High,Yellow Mosaic Virus
blackgram,17.8,83.59,111.77,15.74,0.603,Medium,Yellow Mosaic Virus
coffee,25.62,80.26,46.81,10.92,0.59,Medium,Coffee Leaf Rust
cotton,31.27,60.96,235.56,10.43,0.575,Medium,Leaf Curl Virus
maize,37.79,80.64,166.02,4.71,0.576,Medium,Maize Leaf Blight
grapes,18.69,89.17,140.27,9.18,0.618,Medium,Powdery Mildew
pomegranate,28.71,56.75,185.81,8.22,0.591,Medium,Fruit Rot
kidneybeans,18.45,68.48,217.81,0.0,0.453,Medium,Angular Leaf Spot
coffee,26.09,88.73,204.63,7.91,0.671,High,Coffee Leaf Rust
coconut,31.66,77.36,140.44,3.5,0.484,Medium,Bud Rot
mothbeans,24.47,74.98,69.49,7.19,0.448,Medium,Yellow Mosaic Virus
watermelon,27.18,80.89,100.25,12.5,0.658,High,Fusarium Wilt
jute,32.08,76.19,179.68,12.18,0.631,Medium,Stem Rot
lentil,29.85,72.61,213.84,3.45,0.554,Medium,Wilt
kidneybeans,30.12,100.0,69.01,5.36,0.591,Medium,Bean Rust
maize,27.14,55.8,253.79,16.13,0.671,High,Maize Leaf Blight
mothbeans,21.44,81.34,100.89,5.73,0.551,Medium,Yellow Mosaic Virus
pigeonpeas,32.41,71.28,38.96,9.88,0.439,Medium,Sterility Mosaic
blackgram,21.63,83.97,83.99,6.7,0.558,Medium,Yellow Mosaic Virus
coconut,30.87,89.91,231.4,9.41,0.627,Medium,Bud Rot
chickpea,30.79,79.67,117.66,9.72,0.6,Medium,Ascochyta Blight
pomegranate,29.8,81.52,66.8,5.38,0.447,Medium,Bacterial Blight
chickpea,26.53,81.04,206.82,8.29,0.601,Medium,Fusarium Wilt
pomegranate,22.44,71.87,76.44,5.2,0.539,Medium,Bacterial Blight
mango,24.12,67.96,90.06,7.21,0.549,Medium,Anthracnose
blackgram,34.49,76.96,80.15,6.85,0.615,Medium,Yellow Mosaic Virus
watermelon,34.61,76.8,150.51,6.91,0.484,Medium,Fusarium Wilt
grapes,16.27,71.07,83.97,8.18,0.43,Medium,Powdery Mildew
watermelon,39.48,82.13,34.69,9.59,0.486,Medium,Fusarium Wilt
orange,26.41,87.0,94.65,1.58,0.447,Medium,Greening (HLB)
banana,24.95,72.13,130.16,2.73,0.548,Medium,Sigatoka Leaf Spot
papaya,20.49,55.69,287.76,8.83,0.585,Medium,Powdery Mildew
orange,23.96,69.09,98.82,11.81,0.571,Medium,Citrus Canker
jute,23.76,73.43,374.01,6.9,0.674,High,Anthracnose
muskmelon,21.46,79.71,22.56,4.46,0.469,Medium,Powdery Mildew
blackgram,22.05,76.42,50.55,6.19,0.49,Medium,Yellow Mosaic Virus
orange,34.68,81.16,277.56,11.61,0.702,High,Citrus Canker
maize,26.65,70.54,209.45,12.59,0.684,High,Gray Leaf Spot
pomegranate,26.38,85.7,118.04,9.29,0.639,Medium,Bacterial Blight
coffee,19.27,77.61,41.06,4.25,0.487,Medium,Coffee Leaf Rust
grapes,28.81,76.24,101.14,9.26,0.629,Medium,Powdery Mildew
papaya,19.55,72.86,229.2,6.56,0.541,Medium,Powdery Mildew
kidneybeans,34.08,84.69,175.18,5.18,0.51,Medium,Bean Rust
chickpea,27.2,71.25,20.6,14.27,0.606,Medium,Fusarium Wilt
rice,18.74,59.63,70.65,11.25,0.501,Medium,Sheath Blight
jute,16.24,74.98,131.32,3.59,0.496,Medium,Anthracnose
watermelon,35.69,77.64,100.39,5.58,0.515,Medium,Anthracnose
blackgram,17.65,82.9,52.54,5.24,0.477,Medium,Leaf Crinkle
jute,22.19,81.91,38.89,11.82,0.602,Medium,Stem Rot
grapes,32.23,75.48,105.39,4.44,0.447,Medium,Downy Mildew
coconut,22.18,69.44,34.69,4.75,0.444,Medium,Leaf Blight
orange,30.48,100.0,82.01,15.44,0.76,High,Greening (HLB)
papaya,28.93,80.73,20.91,7.0,0.498,Medium,Powdery Mildew
mango,24.99,73.14,63.96,7.92,0.537,Medium,Anthracnose
banana,31.02,56.97,46.64,10.65,0.567,Medium,Panama Wilt
muskmelon,23.82,74.29,86.01,6.46,0.531,Medium,Downy Mildew
mungbean,30.6,40.47,161.25,5.9,0.36,Medium,Yellow Mosaic Virus
pigeonpeas,25.26,79.61,21.15,6.09,0.558,Medium,Sterility Mosaic
mango,23.33,71.45,378.72,6.24,0.676,High,Anthracnose
blackgram,35.12,99.81,113.32,5.28,0.514,Medium,Yellow Mosaic Virus
banana,25.8,64.61,44.45,16.88,0.641,Medium,Panama Wilt
orange,29.99,93.85,15.64,8.58,0.496,Medium,Greening (HLB)
papaya,27.55,75.84,34.17,0.0,0.51,Medium,Papaya Ring Spot Virus
rice,31.2,77.84,92.09,7.05,0.444,Medium,Sheath Blight
cotton,20.76,60.68,206.64,11.15,0.59,Medium,Bacterial Blight
orange,30.77,74.3,26.26,10.45,0.574,Medium,Greening (HLB)
pigeonpeas,33.43,70.81,147.17,13.48,0.599,Medium,Fusarium Wilt
mango,32.88,77.73,53.8,10.13,0.55,Medium,Powdery Mildew
blackgram,35.1,61.8,163.15,1.68,0.382,Medium,Leaf Crinkle
coconut,28.21,73.1,140.81,9.12,0.651,High,Leaf Blight
rice,29.22,73.16,260.21,12.53,0.648,Medium,Rice Blast
orange,28.0,81.59,86.58,16.81,0.656,High,Greening (HLB)
jute,22.92,66.05,48.44,2.35,0.395,Medium,Stem Rot
jute,33.07,87.54,94.05,9.72,0.569,Medium,Stem Rot
cotton,24.61,86.6,85.49,4.79,0.579,Medium,Leaf Curl Virus
cotton,19.88,80.2,78.78,8.6,0.534,Medium,Leaf Curl Virus
apple,31.17,53.56,48.69,18.08,0.605,Medium,Fire Blight
maize,23.69,98.08,215.21,4.24,0.609,Medium,Maize Leaf Blight
lentil,26.82,47.22,131.4,4.37,0.38,Medium,Wilt
blackgram,34.85,84.51,111.57,0.71,0.481,Medium,Yellow Mosaic Virus
mango,31.43,63.06,185.23,1.41,0.525,Medium,Anthracnose
apple,31.08,72.95,147.86,2.92,0.499,Medium,Fire Blight
mango,27.15,88.7,277.69,5.72,0.668,High,Anthracnose
apple,32.09,92.02,125.83,8.59,0.597,Medium,Apple Scab
mothbeans,27.21,92.0,25.68,1.85,0.405,Medium,Yellow Mosaic Virus
maize,31.97,75.99,253.83,10.5,0.605,Medium,Gray Leaf Spot
watermelon,25.4,77.79,119.04,9.12,0.618,Medium,Fusarium Wilt
kidneybeans,23.61,50.27,236.5,6.8,0.478,Medium,Bean Rust
grapes,25.2,85.5,147.24,9.98,0.628,Medium,Downy Mildew
grapes,17.06,69.51,75.58,9.14,0.562,Medium,Downy Mildew
coffee,23.76,87.68,177.89,7.76,0.559,Medium,Coffee Leaf Rust
jute,25.17,48.39,66.21,6.73,0.414,Medium,Stem Rot
grapes,37.73,71.24,28.58,8.78,0.461,Medium,Powdery Mildew
watermelon,22.1,100.0,120.6,11.42,0.725,High,Fusarium Wilt
mothbeans,25.95,83.52,140.26,6.7,0.579,Medium,Powdery Mildew
chickpea,27.05,70.1,133.81,10.86,0.538,Medium,Ascochyta Blight
banana,30.29,75.9,322.15,4.92,0.529,Medium,Panama Wilt
rice,23.39,78.8,92.65,14.29,0.65,High,Rice Blast
chickpea,19.22,94.98,93.17,6.9,0.498,Medium,Fusarium Wilt
coffee,32.58,91.81,276.06,5.68,0.626,Medium,Berry Disease
muskmelon,21.89,77.56,28.9,8.63,0.481,Medium,Powdery Mildew
rice,32.95,73.16,148.96,7.52,0.46,Medium,Rice Blast
grapes,29.8,76.64,96.42,1.33,0.432,Medium,Downy Mildew
mothbeans,38.4,77.79,28.97,6.51,0.484,Medium,Powdery Mildew
orange,23.47,67.75,42.85,12.1,0.447,Medium,Greening (HLB)
papaya,28.14,88.3,17.85,7.42,0.474,Medium,Papaya Ring Spot Virus
maize,27.45,63.17,95.75,12.56,0.634,Medium,Common Rust
mothbeans,25.09,76.75,39.69,6.72,0.449,Medium,Powdery Mildew
maize,24.67,100.0,16.76,3.49,0.514,Medium,Common Rust
orange,26.95,81.66,113.99,6.79,0.562,Medium,Greening (HLB)
jute,37.86,60.67,154.21,2.58,0.439,Medium,Anthracnose
mungbean,25.82,89.09,215.93,14.38,0.745,High,Cercospora Leaf Spot
mungbean,26.53,81.62,62.38,9.73,0.435,Medium,Cercospora Leaf Spot
pigeonpeas,34.21,64.57,150.19,7.42,0.435,Medium,Fusarium Wilt
kidneybeans,24.32,86.13,246.79,10.45,0.739,High,Angular Leaf Spot
blackgram,33.95,65.64,107.05,4.9,0.455,Medium,Leaf Crinkle
pomegranate,34.24,73.12,154.87,6.59,0.483,Medium,Bacterial Blight
grapes,30.99,74.59,99.36,0.0,0.363,Medium,Downy Mildew
coconut,25.36,76.27,138.41,12.42,0.557,Medium,Bud Rot
